Prey,Predator,Predator_type,Predator_stage_or_Length,Predator_stage,abundance_data,year_diet_data_from,month_diet_data_from,name of month NB,year_diet_data_to,month_diet_data_to,name of month NB,season of diet data NB,season of diet data with no NA NB,range of diet data years NB,N_samples,prey_size_mm_min,prey_size_mm_max,prey size range NB,prey size range.mm pasted NB,prey_size_mm_mean,prey_size_mm_sd,prey_size_mm_median,Comment,Measurement_Method,proportion_diet_fracN_mean,proportion_diet_fracW_mean,W_or_Vol,Energetic_contributionfrac,IRI,fracFO,fracFO_SD,Area,Larger_area,Method,Reference
Northern anchovy,Western gull,sea birds,chicks,chicks,NO,1975,,#N/A,1977,,#N/A,#N/A,,1975-1977,76,,,#NAME?,,,,,,,,,,,,14,,SanNicolasIs,CA,regurgitation,HuntandButler1980
Northern anchovy,Western gull,sea birds,chicks,chicks,NO,1975,,#N/A,1975,,#N/A,#N/A,,1975,26,,,#NAME?,,,,,,,,0,,,,,,PrinceIs,CA,regurgitation,HuntandButler1980
Northern anchovy,Western gull,sea birds,chicks,chicks,NO,1976,,#N/A,1976,,#N/A,#N/A,,1976,27,,,#NAME?,,,,,,,,21,,,,,,PrinceIs,CA,regurgitation,HuntandButler1980
Northern anchovy,Western gull,sea birds,chicks,chicks,NO,1977,,#N/A,1977,,#N/A,#N/A,,1977,34,,,#NAME?,,,,,,,,0,,,,,,PrinceIs,CA,regurgitation,HuntandButler1980
Northern anchovy,Western gull,sea birds,chicks,chicks,NO,1975,,#N/A,1977,,#N/A,#N/A,,1975-1977,87,,,#NAME?,,,,,,,,,,,,5,,PrinceIs,CA,regurgitation,HuntandButler1980
Northern anchovy,Western gull,sea birds,chicks,chicks,NO,1975,,#N/A,1977,,#N/A,#N/A,,1975-1977,36,,,#NAME?,,,,,,,,,,,,11,,AnacapaIs,CA,regurgitation,HuntandButler1980
Northern anchovy,Sablefish,bony fishes,StLength210-620mm,,YES,1989,,#N/A,1992,,#N/A,#N/A,,1989-1992,,80,124,80-124,80-124,,,,,,,,,,,,,CapeBlanco,CA_OR_WA,stomach sampling,Buckleyetal1999
Northern anchovy,Sablefish,bony fishes,,,YES,1989,7,Jul,1989,7,Jul,Jul,Jul,1989,,,,#NAME?,,,,,,,0.09,6.38,,,,3.1,,SouthCapeBlanco,CA_OR_WA,stomach sampling,Buckleyetal1999
Northern anchovy,Harbor porpoise,cetaceans,StranedHarbor porpoise,,YES,1997,3,Mar,2000,12,Dec,Mar-Dec,Mar-Dec,1997-2000,,,,#NAME?,,90,,,,,,3.7,,,,,,MonterreyBay,CA,stomach sampling,Toperoff2002
Northern anchovy,Harbor porpoise,cetaceans,By-caugthHarbor porpoise,,YES,1997,3,Mar,2000,12,Dec,Mar-Dec,Mar-Dec,1997-2000,,,,#NAME?,,100,,,,,,33.71,,,,,,MonterreyBay,CA,stomach sampling,Toperoff2002
CAMarket squid,Yellowtail rockfish,bony fishes,,,YES,1980,,#N/A,1981,,#N/A,#N/A,,1980-1981,,,,#NAME?,,,,,,,,14.9,,,,,,HacetaBank,OR,stomach sampling,BrodeurandPercy1984
CAMarket squid,Yellowtail rockfish,bony fishes,,,YES,1980,7,Jul,1980,9,Sep,Jul-Sep,Jul-Sep,1980,,,,#NAME?,,,,,,,,1.7,,,,,,CA_OR_WA_BC,CA_OR_WA_BC,stomach sampling,BrodeurandPercy1984
CAMarket squid,Chinook salmon,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,30,130,30-130,30-130,,,,,beak length_dorsal mantle length regression,,9.3,Vol,,,,,MonterreyBay,CA,stomach sampling,Morejohnetal1978
CAMarket squid,Chinook salmon,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,,,#NAME?,,,,,,beak length_dorsal mantle length regression,,7.4,Vol,,,,,SanFranciscoBay,CA,stomach sampling,Morejohnetal1978
CAMarket squid,Coho salmon,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,30,130,30-130,30-130,,,,,beak length_dorsal mantle length regression,,,,,,,,MonterreyBay,CA,stomach sampling,Morejohnetal1978
CAMarket squid,Brandt cormorant,sea birds,,,YES,,,#N/A,,,#N/A,#N/A,,0,,40,130,40-130,40-130,,,,,beak length_dorsal mantle length regression,,,,,,,,MonterreyBay,CA,stomach sampling,Morejohnetal1978
CAMarket squid,Short-tailed shearwater ,sea birds,,,NO,,,#N/A,,,#N/A,#N/A,,0,,40,150,40-150,40-150,,,,,beak length_dorsal mantle length regression,,,,,,,,MonterreyBay,CA,stomach sampling,Morejohnetal1978
CAMarket squid,Black-legged kittiwakes ,sea birds,,,YES,,,#N/A,,,#N/A,#N/A,,0,,50,120,50-120,50-120,,,,,beak length_dorsal mantle length regression,,,,,,,,MonterreyBay,CA,stomach sampling,Morejohnetal1978
CAMarket squid,Artic loon,sea birds,,,NO,,,#N/A,,,#N/A,#N/A,,0,,40,130,40-130,40-130,,,,,beak length_dorsal mantle length regression,,,,,,,,MonterreyBay,CA,stomach sampling,Morejohnetal1978
CAMarket squid,Rhinoceros auklet,sea birds,,,YES,,,#N/A,,,#N/A,#N/A,,0,,10,110,10-110,10-110,55,,,,beak length_dorsal mantle length regression,,62,Vol,,,,,MonterreyBay,CA,stomach sampling,Morejohnetal1978
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,,,#N/A,,,#N/A,#N/A,,0,,75,225,75-225,75-225,,,,,beak length_dorsal mantle length regression,,8,Vol,,,,,MonterreyBay,CA,stomach sampling,Morejohnetal1978
CAMarket squid,Sooty shearwater ,sea birds,,,YES,,,#N/A,,,#N/A,#N/A,,0,,30,180,30-180,30-180,,,,,beak length_dorsal mantle length regression,,20,Vol,,,,,MonterreyBay,CA,stomach sampling,Morejohnetal1978
CAMarket squid,Heermann gull,sea birds,,,NO,,,#N/A,,,#N/A,#N/A,,0,,20,140,20-140,20-140,,,,,beak length_dorsal mantle length regression,,,,,,,,MonterreyBay,CA,stomach sampling,Morejohnetal1978
CAMarket squid,Common murre,sea birds,,,YES,,,#N/A,,,#N/A,#N/A,,0,,10,160,10-160,10-160,,,,,beak length_dorsal mantle length regression,,16,Vol,,,,,MonterreyBay,CA,stomach sampling,Morejohnetal1978
CAMarket squid,Curlfin sole_turbot,bony fishes,,,NO,,,#N/A,,,#N/A,#N/A,,0,,2,3,2-3,2-3,,,,,beak length_dorsal mantle length regression,,36,Vol,,,,,MonterreyBay,CA,stomach sampling,Morejohnetal1978
CAMarket squid,Pacific sanddab,bony fishes,,,NO,,,#N/A,,,#N/A,#N/A,,0,,30,160,30-160,30-160,,,,,beak length_dorsal mantle length regression,,18,Vol,,,,,MonterreyBay,CA,stomach sampling,Morejohnetal1978
CAMarket squid,Harbor porpoise,cetaceans,,,YES,,,#N/A,,,#N/A,#N/A,,0,,56,135,56-135,56-135,,,,,beak length_dorsal mantle length regression,,22,Vol,,,,,MonterreyBay,CA,stomach sampling,Morejohnetal1978
CAMarket squid,Pacific white-sided dolphin,cetaceans,,,YES,,,#N/A,,,#N/A,#N/A,,0,,47,176,47-176,47-176,,,,,beak length_dorsal mantle length regression,,5,Vol,,,,,MonterreyBay,CA,stomach sampling,Morejohnetal1978
CAMarket squid,Dalls porpoise,cetaceans,,,YES,1990,,#N/A,1997,,#N/A,#N/A,,1990-1997,,69,127,69-127,69-127,95.2,,,,beak length_dorsal mantle length regression,,1.2,,,,,,VancouverIs_SanJuanIs,BC_WA,stomach sampling,Walkeretal1998
CAMarket squid,Harbor porpoise,cetaceans,,,YES,1990,,#N/A,1997,,#N/A,#N/A,,1990-1997,,58,125,58-125,58-125,81.4,,,,beak length_dorsal mantle length regression,,54.8,,,,,,VancouverIs_SanJuanIs,BC_WA,stomach sampling,Walkeretal1998
CAMarket squid,Brandt cormorant,sea birds,,,YES,1974,9,Sep,1975,4,Apr,Sep-Apr,Sep-Apr,1974-1975,6,,,#NAME?,,,,,,,14.1,,,,,33.3,,MonterreyBay,CA,stomach sampling,BaltzandMorejohn1977
CAMarket squid,Brandt cormorant,sea birds,,,YES,2006,9,Sep,2007,3,Mar,Sep-Mar,Sep-Mar,2006-2007,67,,,#NAME?,,,,,authors found difference in iet within and outcoast the Bay,,1.5,,,,,1.5,,MonterreyBay,CA,pellets sampling,Webb2013
CAMarket squid,Brandt cormorant,sea birds,,,YES,2007,9,Sep,2008,3,Mar,Sep-Mar,Sep-Mar,2007-2008,162,,,#NAME?,,,,,authors found difference in iet within and outcoast the Bay,,0.5,,,,,2.5,,MonterreyBay,CA,pellets sampling,Webb2013
CAMarket squid,Artic loon,sea birds,,,YES,1974,9,Sep,1975,4,Apr,Sep-Apr,Sep-Apr,1974-1975,4,,,#NAME?,,,,,,,72.7,,,,,50,,MonterreyBay,CA,stomach sampling,BaltzandMorejohn1977
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1981,1,Jan,1995,12,Dec,Jan-Dec,Jan-Dec,1981-1995,2543,,,#NAME?,,,,,,,,,,,,35.1,,SanClementeIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1981,1,Jan,1995,12,Dec,Jan-Dec,Jan-Dec,1981-1995,2980,,,#NAME?,,,,,,,,,,,,44.3,,SanNicolasIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1981,1,Jan,1995,12,Dec,Jan-Dec,Jan-Dec,1981-1995,736,,,#NAME?,,,,,,,,,,,,42.7,,StaBarbaraIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1981,1,Jan,1995,12,Dec,Jan-Dec,Jan-Dec,1981-1995,25386,10,235,10-235,10-235,127,,,average of three areas,,,,,,,,,SanClementeIs_SanNicolasIs_StaBarbaraIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1982,7,Jul,1982,7,Jul,Jul,Jul,1982,434,,,#NAME?,,61.5,,,summer,,,,,,,,,SanClementeIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1983,7,Jul,1983,7,Jul,Jul,Jul,1983,70,,,#NAME?,,64.4,,,summer,,,,,,,,,SanClementeIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1985,7,Jul,1985,7,Jul,Jul,Jul,1985,47,,,#NAME?,,111.8,,,summer,,,,,,,,,SanClementeIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1986,7,Jul,1986,7,Jul,Jul,Jul,1986,27,,,#NAME?,,98.9,,,summer,,,,,,,,,SanClementeIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1987,7,Jul,1987,7,Jul,Jul,Jul,1987,42,,,#NAME?,,95.9,,,summer,,,,,,,,,SanClementeIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1988,7,Jul,1988,7,Jul,Jul,Jul,1988,25,,,#NAME?,,123.6,,,summer,,,,,,,,,SanClementeIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1989,7,Jul,1989,7,Jul,Jul,Jul,1989,181,,,#NAME?,,144.5,,,summer,,,,,,,,,SanClementeIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1990,7,Jul,1990,7,Jul,Jul,Jul,1990,23,,,#NAME?,,94.1,,,summer,,,,,,,,,SanClementeIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1991,7,Jul,1991,7,Jul,Jul,Jul,1991,31,,,#NAME?,,105.6,,,summer,,,,,,,,,SanClementeIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1992,7,Jul,1992,7,Jul,Jul,Jul,1992,10,,,#NAME?,,45.8,,,summer,,,,,,,,,SanClementeIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1993,7,Jul,1993,7,Jul,Jul,Jul,1993,51,,,#NAME?,,63.7,,,summer,,,,,,,,,SanClementeIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1994,7,Jul,1994,7,Jul,Jul,Jul,1994,56,,,#NAME?,,106.4,,,summer,,,,,,,,,SanClementeIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1995,7,Jul,1995,7,Jul,Jul,Jul,1995,154,,,#NAME?,,122.6,,,summer,,,,,,,,,SanClementeIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1987,7,Jul,1987,7,Jul,Jul,Jul,1987,10,,,#NAME?,,72,,,summer,,,,,,,,,SanNicolasIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1988,7,Jul,1988,7,Jul,Jul,Jul,1988,62,,,#NAME?,,110.8,,,summer,,,,,,,,,SanNicolasIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1989,7,Jul,1989,7,Jul,Jul,Jul,1989,78,,,#NAME?,,130,,,summer,,,,,,,,,SanNicolasIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1991,7,Jul,1991,7,Jul,Jul,Jul,1991,748,,,#NAME?,,103.5,,,summer,,,,,,,,,SanNicolasIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1992,7,Jul,1992,7,Jul,Jul,Jul,1992,120,,,#NAME?,,68.9,,,summer,,,,,,,,,SanNicolasIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1993,7,Jul,1993,7,Jul,Jul,Jul,1993,400,,,#NAME?,,88.9,,,summer,,,,,,,,,SanNicolasIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1994,7,Jul,1994,7,Jul,Jul,Jul,1994,31,,,#NAME?,,110.2,,,summer,,,,,,,,,SanNicolasIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1995,7,Jul,1995,7,Jul,Jul,Jul,1995,702,,,#NAME?,,103.8,,,summer,,,,,,,,,SanNicolasIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1989,7,Jul,1989,7,Jul,Jul,Jul,1989,434,,,#NAME?,,139.8,,,summer,,,,,,,,,StaBarbaraIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1990,7,Jul,1990,7,Jul,Jul,Jul,1990,335,,,#NAME?,,121.4,,,summer,,,,,,,,,StaBarbaraIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1991,7,Jul,1991,7,Jul,Jul,Jul,1991,163,,,#NAME?,,115.9,,,summer,,,,,,,,,StaBarbaraIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1992,7,Jul,1992,7,Jul,Jul,Jul,1992,10,,,#NAME?,,59,,,summer,,,,,,,,,StaBarbaraIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1993,7,Jul,1993,7,Jul,Jul,Jul,1993,35,,,#NAME?,,61.6,,,summer,,,,,,,,,StaBarbaraIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1994,7,Jul,1994,7,Jul,Jul,Jul,1994,88,,,#NAME?,,118.8,,,summer,,,,,,,,,StaBarbaraIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,,,YES,1995,7,Jul,1995,7,Jul,Jul,Jul,1995,95,,,#NAME?,,110.2,,,summer,,,,,,,,,StaBarbaraIs,CA,scat and spewing samples ,LowryandCarreta1999
CAMarket squid,CA Sea Lion,pinnipeds,juvenile,juvenile,YES,2002,7,Jul,2002,7,Jul,Jul,Jul,2002,,,,#NAME?,,,,,,rostrum length_mantle length regressions ,,,,,,64.3,,CA,CA,fecal samples,Orretal2011
CAMarket squid,CA Sea Lion,pinnipeds,juvenile,juvenile,YES,2003,3,Mar,2003,10,Oct,Mar-Oct,Mar-Oct,2003,,,,#NAME?,,,,,,,,,,,,44.4,,CA,CA,fecal samples,Orretal2011
CAMarket squid,CA Sea Lion,pinnipeds,juvenile,juvenile,YES,2004,3,Mar,2004,3,Mar,Mar,Mar,2004,,,,#NAME?,,,,,,,,,,,,28.6,,CA,CA,fecal samples,Orretal2011
CAMarket squid,CA Sea Lion,pinnipeds,juvenile,juvenile,YES,2005,3,Mar,2005,4,Apr,Mar-Apr,Mar-Apr,2005,,,,#NAME?,,,,,,,,,,,,0,,CA,CA,fecal samples,Orretal2011
CAMarket squid,CA Sea Lion,pinnipeds,juvenile,juvenile,YES,2006,2,Feb,2006,7,Jul,Feb-Jul,Feb-Jul,2006,,,,#NAME?,,,,,,,,,,,,29.6,,CA,CA,fecal samples,Orretal2011
CAMarket squid,CA Sea Lion,pinnipeds,juvenile,juvenile,YES,2002,,#N/A,2006,,#N/A,#N/A,,2002-2006,,40,145,40-145,40-145,,,103,,rostrum length_mantle length regressions ,,,,,,,,CA,CA,fecal samples,Orretal2011
CAMarket squid,CA Sea Lion,pinnipeds,adult-female,adult,YES,2002,7,Jul,2002,7,Jul,Jul,Jul,2002,,,,#NAME?,,,,,,,,,,,,43.6,,CA,CA,fecal samples,Orretal2011
CAMarket squid,CA Sea Lion,pinnipeds,adult-female,adult,YES,2003,3,Mar,2003,10,Oct,Mar-Oct,Mar-Oct,2003,,,,#NAME?,,,,,,,,,,,,33.7,,CA,CA,fecal samples,Orretal2011
CAMarket squid,CA Sea Lion,pinnipeds,adult-female,adult,YES,2004,3,Mar,2004,3,Mar,Mar,Mar,2004,,,,#NAME?,,,,,,,,,,,,17.1,,CA,CA,fecal samples,Orretal2011
CAMarket squid,CA Sea Lion,pinnipeds,adult-female,adult,YES,2005,3,Mar,2005,4,Apr,Mar-Apr,Mar-Apr,2005,,,,#NAME?,,,,,,,,,,,,8.2,,CA,CA,fecal samples,Orretal2011
CAMarket squid,CA Sea Lion,pinnipeds,adult-female,adult,YES,2006,2,Feb,2006,7,Jul,Feb-Jul,Feb-Jul,2006,,,,#NAME?,,,,,,,,,,,,45,,CA,CA,fecal samples,Orretal2011
CAMarket squid,CA Sea Lion,pinnipeds,adult-female,adult,YES,2002,,#N/A,2006,,#N/A,#N/A,,2002-2006,,46,170,46-170,46-170,,,103,,rostrum length_mantle length regressions ,,,,,,,,CA,CA,fecal samples,Orretal2011
CAMarket squid,Coho salmon,bony fishes,juvenile,juvenile,YES,,,#N/A,,,#N/A,#N/A,,0,,,,#NAME?,,,,,,,0.1,,,,,0.3,,CA_OR ,CA_OR ,stomach sample,Baldwinetal2008
CAMarket squid,Chinook salmon,bony fishes,Sub-adult,adult,YES,2002,6,Jun,2002,6,Jun,Jun,Jun,2002,51,,,#NAME?,,,,,Prey was juvenile,,0.2,,,,,0.7,,CA_OR ,CA_OR ,stomach sample,Baldwinetal2008
CAMarket squid,Coho salmon,bony fishes,adult,adult,YES,1979,6,Jun,1980,6,Jun,Jun,Jun,1979-1980,33,,,#NAME?,,,,,,,,1.8,,,,3.1,,OR_WA,OR_WA,stomach sample,Brodeuretal1987
CAMarket squid,Coho salmon,bony fishes,adult,adult,YES,1981,5,May,1981,8,Aug,May-Aug,May-Aug,1981,87,,,#NAME?,,,,,,,0.1,10.3,,,,5.5,,OR_WA,OR_WA,stomach sample,Brodeuretal1987
CAMarket squid,Coho salmon,bony fishes,adult,adult,YES,1982,5,May,1982,9,Sep,May-Sep,May-Sep,1982,65,,,#NAME?,,,,,,,,3.8,,,,3.3,,OR_WA,OR_WA,stomach sample,Brodeuretal1987
CAMarket squid,Coho salmon,bony fishes,adult,adult,YES,1984,6,Jun,1984,9,Sep,Jun-Sep,Jun-Sep,1984,40,,,#NAME?,,,,,,,,3.9,,,,2.6,,OR_WA,OR_WA,stomach sample,Brodeuretal1987
CAMarket squid,Chinook salmon,bony fishes,adult,adult,YES,1982,5,May,1982,9,Sep,May-Sep,May-Sep,1982,31,,,#NAME?,,,,,,,,0.4,,,,3.6,,OR_WA,OR_WA,stomach sample,Brodeuretal1987
CAMarket squid,Chinook salmon,bony fishes,adult,adult,YES,1983,5,May,1983,9,Sep,May-Sep,May-Sep,1983,26,,,#NAME?,,,,,,,0.7,0.1,,,,8.7,,OR_WA,OR_WA,stomach sample,Brodeuretal1987
CAMarket squid,Chinook salmon,bony fishes,Sub-adult,adult,YES,2002,6,Jun,2002,6,Jun,Jun,Jun,2002,51,,,#NAME?,,,,,Prey was adult,,,0.2,,,,1.3,,CA_OR ,CA_OR ,stomach sample,Baldwinetal2008
CAMarket squid,Chinook salmon,bony fishes,,,YES,1994,5,May,1994,9,Sep,May-Sep,May-Sep,1994,196,,,#NAME?,,,,,,,0.1,3.2,,,,5.1,,NorthCA,CA,stomach sampling,Huntetal1999
CAMarket squid,Chinook salmon,bony fishes,,,YES,1995,6,Jun,1995,9,Sep,Jun-Sep,Jun-Sep,1995,112,,,#NAME?,,,,,,,1.2,12.9,,,,6.4,,NorthCA,CA,stomach sampling,Huntetal1999
CAMarket squid,North pacific albacora,bony fishes,TotalForkLengthRange522mm_932mm,,YES,1968,7,Jul,1968,11,Nov,Jul-Nov,Jul-Nov,1968,627,,,#NAME?,,,,,,,0.8,0.4,Vol,,,9.7,,CA_OR_WA,CA_OR_WA,stomach sampling,Pinkasetal1971
CAMarket squid,North pacific albacora,bony fishes,TotalForkLengthRange522mm_932mm,,YES,1969,7,Jul,1969,11,Nov,Jul-Nov,Jul-Nov,1969,200,,,#NAME?,,,,,,,1,0.1,Vol,,,9.5,,SouthernCA_OR_WA,CA_OR_WA,stomach sampling,Pinkasetal1971
CAMarket squid,Humboldt_jumbo_squid ,invertebrates,MantleLengthRange35cm-82cm,,NO,2005,2,Feb,2006,12,Dec,Feb-Dec,Feb-Dec,2005-2006,503,60,179,60-179,60-179,,,,,rostrum length_mantle length regressions ,1.5,,,,,3.1,,CA_OR_WA,CA_OR_WA,stomach sampling,Fieldetal2007
CAMarket squid,Elegant tern,sea birds,,,YES,1993,,#N/A,2013,,#N/A,#N/A,,1993-2013,,,,#NAME?,,,,,,,,,,,,50,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
CAMarket squid,Elegant tern,sea birds,,,YES,1993,,#N/A,1993,,#N/A,#N/A,,1993,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
CAMarket squid,Elegant tern,sea birds,,,YES,1994,,#N/A,1994,,#N/A,#N/A,,1994,,,,#NAME?,,,,,,,15,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
CAMarket squid,Elegant tern,sea birds,,,YES,1995,,#N/A,1995,,#N/A,#N/A,,1995,,,,#NAME?,,,,,,,0.66,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
CAMarket squid,Elegant tern,sea birds,,,YES,1996,,#N/A,1996,,#N/A,#N/A,,1996,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
CAMarket squid,Elegant tern,sea birds,,,YES,1997,,#N/A,1997,,#N/A,#N/A,,1997,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
CAMarket squid,Elegant tern,sea birds,,,YES,1998,,#N/A,1998,,#N/A,#N/A,,1998,,,,#NAME?,,,,,,,0.49,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
CAMarket squid,Elegant tern,sea birds,,,YES,1999,,#N/A,1999,,#N/A,#N/A,,1999,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
CAMarket squid,Elegant tern,sea birds,,,YES,2000,,#N/A,2000,,#N/A,#N/A,,2000,,,,#NAME?,,,,,,,0.52,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
CAMarket squid,Elegant tern,sea birds,,,YES,2001,,#N/A,2001,,#N/A,#N/A,,2001,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
CAMarket squid,Elegant tern,sea birds,,,YES,2002,,#N/A,2002,,#N/A,#N/A,,2002,,,,#NAME?,,,,,,,0.68,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
CAMarket squid,Elegant tern,sea birds,,,YES,2004,,#N/A,2004,,#N/A,#N/A,,2004,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
CAMarket squid,Elegant tern,sea birds,,,YES,2007,,#N/A,2007,,#N/A,#N/A,,2007,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
CAMarket squid,Elegant tern,sea birds,,,YES,2008,,#N/A,2008,,#N/A,#N/A,,2008,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
CAMarket squid,Elegant tern,sea birds,,,YES,2009,,#N/A,2009,,#N/A,#N/A,,2009,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
CAMarket squid,Elegant tern,sea birds,,,YES,2010,,#N/A,2010,,#N/A,#N/A,,2010,,,,#NAME?,,,,,,,1.8,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
CAMarket squid,Elegant tern,sea birds,,,YES,2011,,#N/A,2011,,#N/A,#N/A,,2011,,,,#NAME?,,,,,,,0.83,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
